date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:07:44	1068/1068	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250913069%22	http://bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/tile-bottom/tile-bottom1.js?_dc=1359067176	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/tile-bottom/tile-bottom1e9ed.js	(from )
19:07:45	2727/2727	---M-Z	200	added ('OK')	application/x-javascript	etag:%2254218445%22	http://bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/page-curl/page-curl1.js?_dc=1361302130	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/page-curl/page-curl1e892.js	(from )
19:07:45	76/76	---M-Z	200	added ('OK')	application/x-javascript	etag:%2256045%22	http://bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/tncms-ad-limits.js?_dc=1369785390	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/tncms-ad-limitse424.js	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:47	1196/1196	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250881261%22	http://bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/section-sponsor/section-sponsor1.js?_dc=1362064460	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/bloximages.newyork1.vip.townnews.com/hngnews.com/content/tncms/ads/section-sponsor/section-sponsor13421.js	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:51	196850/196850	---MCZ	200	added ('OK')	text/html	etag:5a9e3d690925de418db8e963b4559e5a	http://www.hngnews.com/sun_prairie_star/community/features/article_d10b0d62-c24e-11e2-a0e6-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_d10b0d62-c24e-11e2-a0e6-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:53	214571/214571	---MCZ	200	added ('OK')	text/html	etag:fa5267e2c1334970136ab4e4f6882f2b	http://www.hngnews.com/sun_prairie_star/community/features/article_8b2eb0c4-bd93-11e2-a444-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_8b2eb0c4-bd93-11e2-a444-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:55	208767/208767	---MCZ	200	added ('OK')	text/html	etag:32c82a354fec064c9b630ae73de93940	http://www.hngnews.com/sun_prairie_star/community/features/article_07a71430-bd93-11e2-a33f-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_07a71430-bd93-11e2-a33f-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:56	201450/201450	---MCZ	200	added ('OK')	text/html	etag:71a0a4e2f8ac55f07436074cdb18f24e	http://www.hngnews.com/sun_prairie_star/community/features/article_d1952662-bd91-11e2-8e06-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_d1952662-bd91-11e2-8e06-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:07:59	205314/205314	---MCZ	200	added ('OK')	text/html	etag:339dbe0c0db36536bcc5e49353e810d5	http://www.hngnews.com/sun_prairie_star/community/features/article_47439a1a-bd8d-11e2-90e0-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_47439a1a-bd8d-11e2-90e0-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:03	200280/200280	---MCZ	200	added ('OK')	text/html	etag:b56695b56bd0df9eab5250115a2a9369	http://www.hngnews.com/sun_prairie_star/community/features/article_a65d8068-b8cb-11e2-87bf-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_a65d8068-b8cb-11e2-87bf-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:03	196305/196305	---MCZ	200	added ('OK')	text/html	etag:a6f2273a85363bc22a92559788adecae	http://www.hngnews.com/sun_prairie_star/community/features/article_a7342a38-b8cf-11e2-a9e0-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_a7342a38-b8cf-11e2-a9e0-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:04	197984/197984	---MCZ	200	added ('OK')	text/html	etag:bf99f0af94d1f55983f84f39b27465e4	http://www.hngnews.com/sun_prairie_star/community/features/article_d3f82308-b8cf-11e2-b23b-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_d3f82308-b8cf-11e2-b23b-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:06	199132/199132	---MCZ	200	added ('OK')	text/html	etag:3ce00917976e115199cecb3e55546676	http://www.hngnews.com/sun_prairie_star/community/features/article_20b833a2-b40e-11e2-a3c4-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_20b833a2-b40e-11e2-a3c4-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:09	199981/199981	---MCZ	200	added ('OK')	text/html	etag:e9c55875f13b34f5b6d4a536a2937e68	http://www.hngnews.com/sun_prairie_star/community/features/article_f8b729f4-b33f-11e2-aea2-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_f8b729f4-b33f-11e2-aea2-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:10	215361/215361	---MCZ	200	added ('OK')	text/html	etag:85b8b1b11e1c438aee914366aa49fe66	http://www.hngnews.com/sun_prairie_star/community/features/article_3ba927a4-b33f-11e2-bec6-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_3ba927a4-b33f-11e2-bec6-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:12	219427/219427	---MCZ	200	added ('OK')	text/html	etag:78424e1b4f871836bcb1b61dd8664853	http://www.hngnews.com/sun_prairie_star/community/features/article_07cbad48-b33b-11e2-ad2e-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_07cbad48-b33b-11e2-ad2e-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:14	205035/205035	---MCZ	200	added ('OK')	text/html	etag:1c245489761b0ff44c298518e8e398ea	http://www.hngnews.com/sun_prairie_star/community/features/article_7fa61460-ae87-11e2-ab8d-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_7fa61460-ae87-11e2-ab8d-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:18	221815/221815	---MCZ	200	added ('OK')	text/html	etag:8ac274d503b836123e43e821b4fcbd4d	http://www.hngnews.com/sun_prairie_star/community/features/article_0e4f9a98-ade2-11e2-94ea-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_0e4f9a98-ade2-11e2-94ea-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:22	219184/219184	---MCZ	200	added ('OK')	text/html	etag:bb1de922574bca63098fa136a57280e0	http://www.hngnews.com/sun_prairie_star/community/features/article_acb4c8fa-add0-11e2-90b1-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_acb4c8fa-add0-11e2-90b1-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:23	216080/216080	---MCZ	200	added ('OK')	text/html	etag:e8b6b2dfdff035894a889085fd9944e9	http://www.hngnews.com/sun_prairie_star/community/features/article_b673c088-adcd-11e2-8619-001a4bcf6878.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_b673c088-adcd-11e2-8619-001a4bcf6878.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:25	196393/196393	---MCZ	200	added ('OK')	text/html	etag:43ae14a254cf3e7a7340b14ce153c6a9	http://www.hngnews.com/sun_prairie_star/community/features/article_6c935d0e-a91b-11e2-86c7-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_6c935d0e-a91b-11e2-86c7-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:27	213673/213673	---MCZ	200	added ('OK')	text/html	etag:d1d9f94f25e7ee6c0fcec7b5be82a062	http://www.hngnews.com/sun_prairie_star/community/features/article_ae52d18a-a91a-11e2-b5d7-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_ae52d18a-a91a-11e2-b5d7-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:29	198551/198551	---MCZ	200	added ('OK')	text/html	etag:348048c23b60ebd28348a8eb02b828b5	http://www.hngnews.com/sun_prairie_star/community/features/article_ff9059ca-a2dd-11e2-9ed1-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_ff9059ca-a2dd-11e2-9ed1-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:30	210376/210376	---MCZ	200	added ('OK')	text/html	etag:e981b6b0ccc9e8e53c391136d178ba0a	http://www.hngnews.com/sun_prairie_star/community/features/article_fa9316ae-a2d0-11e2-b5be-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_fa9316ae-a2d0-11e2-b5be-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:33	210790/210790	---MCZ	200	added ('OK')	text/html	etag:c192841d3a039aa51a8c710ccf2917e0	http://www.hngnews.com/sun_prairie_star/community/features/article_e900194a-a204-11e2-9b79-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_e900194a-a204-11e2-9b79-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:35	219205/219205	---MCZ	200	added ('OK')	text/html	etag:db734438a20b3e0e7d9d651a58a89c1e	http://www.hngnews.com/sun_prairie_star/community/features/article_bffa0c88-a202-11e2-839c-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_bffa0c88-a202-11e2-839c-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
19:08:36	200995/200995	---MCZ	200	added ('OK')	text/html	etag:c60c185b1eade29a8883b9f9c5aae3d2	http://www.hngnews.com/sun_prairie_star/community/features/article_61eb8a6e-9d42-11e2-9a52-0019bb30f31a.html	L:/Clients/Myriad%20Communications/website%202007/flash%20design/news_stories/sun_prairie_star/sun_prairie_star_article/www.hngnews.com/sun_prairie_star/community/features/article_61eb8a6e-9d42-11e2-9a52-0019bb30f31a.html	(from http://www.hngnews.com/sun_prairie_star/community/features/article_780ae942-c3ef-11e2-b29c-0019bb30f31a.html)
